"data_as_of","start_week","end_week","state","sex","age_group","covid_19_deaths","total_deaths","pneumonia_deaths","pneumonia_and_covid_19_deaths","influenza_deaths","pneumonia_influenza_and_covid","footnote"
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada","Female","Under 1 year","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada","Female","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada","Female","15-24 years","0","18",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada","Female","25-34 years",,"37",,,,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada","Female","35-44 years",,"58",,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada","Female","45-54 years",,"134","14",,,"19","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada","Female","55-64 years",,"365","32",,,"38","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada","Female","65-74 years","14","630","67","12",,"72","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada","Female","75-84 years","15","746","72","14",,"76","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada","Female","85 years and over","14","847","48",,,"55","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada","Female Total","Female, all ages","59","2850","240","47","17","269",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada","Unknown","All ages","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Nevada Total","All sexes","All Ages","134","6431","534","106","36","598",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Male","Under 1 year","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Male","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Male","5-14 years","0",,,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Male","15-24 years",,"16","0","0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Male","25-34 years","0","42","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Male","35-44 years","0","39",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Male","45-54 years",,"92",,,,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Male","55-64 years",,"213","17",,"0","19","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Male","65-74 years",,"361","24",,,"30","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Male","75-84 years","12","394","32",,,"45","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Male","85 years and over","14","429","37",,,"49","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Male Total","Male, all ages","38","1596","119","14","11","154",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Female","Under 1 year","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Female","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Female","15-24 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Female","25-34 years","0","23","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Female","35-44 years","0","27","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Female","45-54 years","0","61",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Female","55-64 years","0","172","11","0",,"14","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Female","65-74 years",,"262","20","0",,"29","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Female","75-84 years",,"365","32",,,"34","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Female","85 years and over","13","686","40",,,"58","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Female Total","Female, all ages","18","1611","105",,"18","137","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire","Unknown","All ages","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Hampshire Total","All sexes","All Ages","56","3207","224","18","29","291",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Male","Under 1 year","0","41","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Male","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Male","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Male","15-24 years",,"87","0","0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Male","25-34 years","30","265","21","18","0","33",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Male","35-44 years","66","410","57","39",,"85","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Male","45-54 years","187","839","128","87",,"235","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Male","55-64 years","417","1851","328","211",,"541","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Male","65-74 years","565","2672","476","283","11","768",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Male","75-84 years","762","3398","634","381","19","1032",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Male","85 years and over","767","3881","724","398","17","1110",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Male Total","Male, all ages","2795","13461","2368","1417","62","3805",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Female","Under 1 year","0","40",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Female","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Female","15-24 years","0","30",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Female","25-34 years","10","123","10",,,"18","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Female","35-44 years","24","178","19","12",,"32","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Female","45-54 years","57","416","51","28",,"81","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Female","55-64 years","191","1068","153","103",,"245","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Female","65-74 years","335","1837","281","169",,"450","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Female","75-84 years","624","3232","524","307","12","852",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Female","85 years and over","1073","6401","933","506","21","1520",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Female Total","Female, all ages","2314","13333","1973","1129","48","3201",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey","Unknown","All ages","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Jersey Total","All sexes","All Ages","5109","26794","4341","2546","110","7006",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Male","Under 1 year","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Male","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Male","5-14 years","0",,"0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Male","15-24 years","0","31",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Male","25-34 years",,"71",,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Male","35-44 years",,"109",,,,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Male","45-54 years",,"139",,,,"10","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Male","55-64 years",,"329","26",,"0","26","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Male","65-74 years",,"445","25",,,"28","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Male","75-84 years",,"548","48",,,"52","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Male","85 years and over",,"487","37",,,"41","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Male Total","Male, all ages","17","2172","150","12","12","167",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Female","Under 1 year","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Female","1-4 years","0",,"0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Female","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Female","15-24 years","0","11","0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Female","25-34 years","0","33",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Female","35-44 years",,"55",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Female","45-54 years","0","89",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Female","55-64 years",,"190","18",,,"21","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Female","65-74 years",,"350","29",,,"32","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Female","75-84 years",,"476","42",,,"45","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Female","85 years and over",,"723","43",,,"50","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Female Total","Female, all ages","19","1941","141","10","13","163",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico","Unknown","All ages","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New Mexico Total","All sexes","All Ages","36","4113","291","22","25","330",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Male","Under 1 year","0","59","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Male","1-4 years","0","12","0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Male","5-14 years","0","14",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Male","15-24 years",,"126",,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Male","25-34 years","20","335","17","11",,"28","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Male","35-44 years","56","414","37","26",,"68","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Male","45-54 years","154","864","122","82",,"199","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Male","55-64 years","370","2129","353","205","14","531",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Male","65-74 years","589","3261","580","298","23","893",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Male","75-84 years","735","4005","750","382","24","1125",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Male","85 years and over","726","4792","897","392","27","1255",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Male Total","Male, all ages","2654","16011","2763","1399","97","4108",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Female","Under 1 year","0","50","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Female","1-4 years","0",,"0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Female","5-14 years","0","16","0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Female","15-24 years",,"55",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Female","25-34 years",,"135",,,"0","11","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Female","35-44 years","20","221","18","12","0","26",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Female","45-54 years","51","468","50","23",,"79","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Female","55-64 years","193","1408","203","102","13","306",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Female","65-74 years","343","2423","379","188","11","545",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Female","75-84 years","577","3730","603","307","19","892",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Female","85 years and over","1073","7621","1124","507","40","1726",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Female Total","Female, all ages","2266","16131","2385","1142","91","3594",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York","Unknown","All ages","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York Total","All sexes","All Ages","4920","32144","5148","2541","188","7702",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Male","Under 1 year","0","44","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Male","1-4 years",,,,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Male","5-14 years",,"14","0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Male","15-24 years","12","97",,,,"14","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Male","25-34 years","67","280","35","25",,"77","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Male","35-44 years","215","572","86","62","20","243",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Male","45-54 years","566","1265","264","193","64","641",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Male","55-64 years","1228","2745","607","434","139","1414",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Male","65-74 years","1827","3933","956","692","128","2096",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Male","75-84 years","1734","4173","965","659","94","2049",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Male","85 years and over","1204","3719","767","463","65","1521",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Male Total","Male, all ages","6857","16851","3686","2531","520","8061",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Female","Under 1 year",,"44","0","0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Female","1-4 years",,,,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Female","5-14 years","0","11",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Female","15-24 years",,"36",,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Female","25-34 years","35","132","15","10",,"41","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Female","35-44 years","70","239","32","18",,"85","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Female","45-54 years","201","547","97","69","29","232",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Female","55-64 years","534","1423","278","195","61","628",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Female","65-74 years","964","2506","512","346","80","1143",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Female","75-84 years","1271","3532","750","484","81","1556",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Female","85 years and over","1488","5919","910","544","80","1879",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Female Total","Female, all ages","4568","14395","2599","1668","342","5572",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","New York City","Unknown","All ages","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
